venue,title,event_type,date,hall,description,url,price
Paradiso,Maro - So Much Has Changed Tour,Concert,"do 19 mrt. 2026, 20:00",Paradiso - Grote Zaal,"De Portugese multi-instrumentalist, songwriter en producer MARO maakt dromerige pop waarin werelden samenkomen. Na haar...",https://www.podiuminfo.nl/concert/445317/Maro-So-Much-Has-Changed-Tour/Paradiso/,EUR 31.30
Paradiso,Couch @ Tolhuistuin,Concert,"do 19 mrt. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"Voordat ze ook maar één keer samen op het podium stonden, werkte Couch bijna drie jaar lang via FaceTime aan hun...",https://www.podiuminfo.nl/concert/436228/Couch/Tolhuistuin/,EUR 23.70 [UITVERKOCHT]
Paradiso,Lézard,Concert,"vr 20 mrt. 2026, 19:30",Paradiso - Bovenzaal,"In een steeds chaotischer wordende wereld, maakt Gents collectief Lézard het een stukje draaglijker met hun...",https://www.podiuminfo.nl/concert/436926/Lezard/Paradiso/,EUR 16.00
Paradiso,Marc Broussard,Concert,"vr 20 mrt. 2026, 20:00",Paradiso - Grote Zaal,"Soulzanger Marc Broussard. De zanger uit Louisiana bezweert de geesten van de klassieke R&B, soul en rock met een stem...",https://www.podiuminfo.nl/concert/439835/Marc-Broussard/Paradiso/,EUR 36.30
Paradiso,Haunted House @ Bitterzoet,Concert,"vr 20 mrt. 2026, 20:30",Bitterzoet - Bitterzoet,"Haunted House, vooral bekend om hun donkere, griezelige en horrorachtige muziek die verschillende genres combineert,...",https://www.podiuminfo.nl/concert/450408/Haunted-House/Bitterzoet/,EUR 23.70
Paradiso,CHAMOS - CLUB NEWROZ,Concert,"vr 20 mrt. 2026, 23:45",Paradiso - Grote Zaal,Na twee uitverkochte shows in Parallel in 2025 keert CHAMOS op 20 maart 2026 terug naar thuisbasis Amsterdam voor hun...,https://www.podiuminfo.nl/concert/446762/CHAMOS-CLUB-NEWROZ/Paradiso/,EUR 25.70
Paradiso,Speedy J Presents Stoor Live,Concert,"za 21 mrt. 2026, 16:00",Paradiso - Grote Zaal en Bovenzaal,Op de eerste dag van de lente keert STOOR Live terug naar Paradiso voor een volledig geïmproviseerde hardware jam....,https://www.podiuminfo.nl/concert/446139/Speedy-J-Presents-Stoor-Live/Paradiso/,EUR 50.40
Paradiso,Ghost Funk Orchestra @ Bitterzoet,Concert,"za 21 mrt. 2026, 20:30",Bitterzoet - Bitterzoet,"Ghost Funk Orchestra (GFO), is opgericht door componist en multi-instrumentalist Seth Applebaum. Wat begon als een...",https://www.podiuminfo.nl/concert/444065/Ghost-Funk-Orchestra/Bitterzoet/,EUR 20.70
Paradiso,KiLLOWEN,Concert,"zo 22 mrt. 2026, 19:30",Paradiso - Bovenzaal,"KiLLOWEN komt uit Hayes, West-Londen. Hij is een rapper, producer en songwriter die al sinds zijn dertiende muziek...",https://www.podiuminfo.nl/concert/446308/KiLLOWEN/Paradiso/,EUR 17.00
Paradiso,The Growlers,Concert,"zo 22 mrt. 2026, 20:30",Paradiso - Grote Zaal,"The Growlers hebben hun eigen mythe gesmeed binnen de moderne rock: een zonovergoten mix van surf, psych, garage en...",https://www.podiuminfo.nl/concert/446839/The-Growlers/Paradiso/,EUR 31.30
Paradiso,The Boxer Rebellion,Concert,"ma 23 mrt. 2026, 19:30",Paradiso - Grote Zaal,"The Boxer Rebellion keert terug met de release van The Second I’m Asleep, het zevende album dat de band op zijn...",https://www.podiuminfo.nl/concert/446826/The-Boxer-Rebellion/Paradiso/,EUR 33.30
Paradiso,Freak Slug,Concert,"ma 23 mrt. 2026, 19:30",Paradiso - Bovenzaal,"De uit Manchester afkomstige indie-artiest Freak Slug, oftewel Xenya Genovese, is inmiddels een veelbesproken naam in...",https://www.podiuminfo.nl/concert/447179/Freak-Slug/Paradiso/,EUR 16.00
Paradiso,Jon and Roy,Concert,"di 24 mrt. 2026, 19:30",Paradiso - Grote Zaal,"Jon and Roy is een folk- en reggaeband uit Victoria, Canada. Het hart van de band bestaat uit Jon Middleton (zang &...",https://www.podiuminfo.nl/concert/440992/Jon-and-Roy/Paradiso/,EUR 25.20
Paradiso,Gruff Rhys @ Tolhuistuin,Concert,"di 24 mrt. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,"Gruff Rhys is een songwriter en artiest uit Cardiff, Wales, die luchtige popliedjes schrijft met wonderschone...",https://www.podiuminfo.nl/concert/437718/Gruff-Rhys/Tolhuistuin/,EUR 25.70
Paradiso,Rikas,Concert,"wo 25 mrt. 2026, 19:30",Paradiso - Bovenzaal,Zomerse indiepop uit Duitsland,https://www.podiuminfo.nl/concert/445144/Rikas/Paradiso/,EUR 16.00
Paradiso,Del Water Gap - Chasing The Chimera World Tour,Concert,"wo 25 mrt. 2026, 19:30",Paradiso - Grote Zaal,"De in Brooklyn geboren zanger, songwriter en producer Del Water Gap, alias Samuel Holden Jaffe, maakt behoorlijk...",https://www.podiuminfo.nl/concert/445797/Del-Water-Gap-Chasing-The-Chimera-World-Tour/Paradiso/,EUR 27.20
Paradiso,Jesse Hoefnagels,Concert,"wo 25 mrt. 2026, 22:00",Paradiso - Bovenzaal,Jesse Hoefnagels is een artiest met Rotterdamse roots die elektronische muziek maakt op het snijvlak van alternatieve...,https://www.podiuminfo.nl/concert/450659/Jesse-Hoefnagels/Paradiso/,EUR 19.20 [UITVERKOCHT]
Paradiso,Calum Bowie,Concert,"do 26 mrt. 2026, 19:30",Paradiso - Bovenzaal,"Calum Bowie is de dromer van de dorpen. Met zijn mengeling van folk, pop en indie weet hij wereldwijd miljoenen mensen...",https://www.podiuminfo.nl/concert/445833/Calum-Bowie/Paradiso/,EUR 17.00
Paradiso,Deadletter,Concert,"do 26 mrt. 2026, 20:00",Paradiso - Grote Zaal,"Oorspronkelijk uit Yorkshire, inmiddels stevig geworteld in Zuid-Londen, smeedt DEADLETTER de droge woede van The Fall...",https://www.podiuminfo.nl/concert/447266/Deadletter/Paradiso/,EUR 25.20
Paradiso,Weval,Concert,"vr 27 mrt. 2026, 19:30",Paradiso - Grote Zaal,Weval is een producersduo bestaande uit twee uitermate getalenteerde Nederlanders: Harm Coolen en Merijn Scholte...,https://www.podiuminfo.nl/concert/438552/Weval/Paradiso/,EUR 26.20 [UITVERKOCHT]
Paradiso,Hush.,Concert,"vr 27 mrt. 2026, 23:00",Paradiso - Grote Zaal en Bovenzaal,Tech- en minimal houseclubnacht,https://www.podiuminfo.nl/concert/450483/Hush-/Paradiso/,EUR 20.70
Paradiso,Young Franco @ Parallel,Concert,"vr 27 mrt. 2026, 23:45",Parallel - Parallel,"Concert Young Franco in Parallel, Amsterdam op vrijdag 27 maart 2026 met Young Franco",https://www.podiuminfo.nl/concert/451248/Young-Franco/Parallel/,EUR 22.50
Paradiso,Jana Mila @ Bitterzoet,Concert,"za 28 mrt. 2026, 20:30",Bitterzoet - Bitterzoet,"Jana Mila staat met haar muziek in een lange traditie van artiesten die elementen van folk, country en rock combineren:...",https://www.podiuminfo.nl/concert/440689/Jana-Mila/Bitterzoet/,[GEANNULEERD]
Paradiso,Sjako!,Concert,"zo 29 mrt. 2026, 00:00",Paradiso - Zaal onbekend,Sinds hun oprichting in 1981 geldt Sjako! als een van de meest eigenzinnige en experimentele bands van Nederland. Omdat...,https://www.podiuminfo.nl/concert/440386/Sjako!/Paradiso/,TBA
Paradiso,Smartlappen Karaoke,Concert,"zo 29 mrt. 2026, 17:00",Paradiso - Grote Zaal,Meezingfestijn voor liefhebbers van het levenslied,https://www.podiuminfo.nl/concert/431397/Smartlappen-Karaoke/Paradiso/,EUR 24.20 [UITVERKOCHT]
Paradiso,Archive,Concert,"ma 30 mrt. 2026, 19:30",Paradiso - Grote Zaal,Londense triphop en progrock pioniers,https://www.podiuminfo.nl/concert/438655/Archive/Paradiso/,EUR 31.30
Paradiso,Black Sea Dahu @ Tolhuistuin,Concert,"di 31 mrt. 2026, 19:30",Tolhuistuin - Tolhuistuin Club,"Concert Black Sea Dahu in Tolhuistuin, Amsterdam op dinsdag 31 maart 2026 met Black Sea Dahu",https://www.podiuminfo.nl/concert/429786/Black-Sea-Dahu/Tolhuistuin/,EUR 20.70
Paradiso,Protoje,Concert,"di 31 mrt. 2026, 20:30",Paradiso - Grote Zaal,Protoje is een gewaardeerde Jamaicaanse reggaezanger en songwriter die inmiddels meerdere Grammy-nominaties op zijn...,https://www.podiuminfo.nl/concert/415032/Protoje/Paradiso/,EUR 37.30
Paradiso,Tukan,Concert,"wo 1 apr. 2026, 19:30",Paradiso - Bovenzaal,"Tussen de rauwe kracht van electro en de subtiliteit van post-rock, springt TUKAN eruit als een onmiskenbare stem op de...",https://www.podiuminfo.nl/concert/449938/Tukan/Paradiso/,EUR 19.20
Paradiso,Stella Donnelly @ Tolhuistuin,Concert,"wo 1 apr. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"De Australische singer-songwriter Stella Donnelly wist met haar debuutalbum 'Beware of the Dogs' (2019), vol...",https://www.podiuminfo.nl/concert/444717/Stella-Donnelly/Tolhuistuin/,EUR 21.70
Paradiso,dEUS,Concert,"do 2 apr. 2026, 20:00",Paradiso - Grote Zaal,"De Belgische band dEUS viert jubilea van 'Worst Case Scenario' en 'In A Bar, Under The Sea', met bijzondere tour. dEUS...",https://www.podiuminfo.nl/concert/438556/dEUS/Paradiso/,EUR 50.40 [UITVERKOCHT]
Paradiso,dEUS,Concert,"vr 3 apr. 2026, 20:00",Paradiso - Grote Zaal,"De Belgische band dEUS viert jubilea van 'Worst Case Scenario' en 'In A Bar, Under The Sea', met bijzondere tour. dEUS...",https://www.podiuminfo.nl/concert/438557/dEUS/Paradiso/,EUR 50.40 [UITVERKOCHT]
Paradiso,Iskander Moon,Concert,"vr 3 apr. 2026, 20:00",Paradiso - Bovenzaal,"Na de hoog aangeschreven EP “Are You Lost Here?” (2024) en debuutsingle Saturday Silence, die vorig jaar niet van de...",https://www.podiuminfo.nl/concert/438713/Iskander-Moon/Paradiso/,EUR 14.00
Paradiso,We Love 00s - Noodlanding,Concert,"vr 3 apr. 2026, 23:00",Paradiso - Grote Zaal,Nostalgische clubnacht brengt je terug naar de noughties,https://www.podiuminfo.nl/concert/451658/We-Love-00s-Noodlanding/Paradiso/,EUR 10.50
Paradiso,Indiesleaze,Concert,"vr 3 apr. 2026, 23:00",Paradiso - Kelder,Paradiso's clubnacht INDIESLEAZE neemt je mee op een nostalgische trip naar de rauwe energie van de vroege jaren 2000:...,https://www.podiuminfo.nl/concert/451974/Indiesleaze/Paradiso/,EUR 10.50
Paradiso,Noha Saré,Concert,"za 4 apr. 2026, 19:30",Paradiso - Bovenzaal,Noha Saré is een Amsterdamse singer-songwriter binnen de neo-soul en alternatieve r&b scene. Haar nummers wisselen...,https://www.podiuminfo.nl/concert/446840/Noha-Sare/Paradiso/,EUR 19.20 [UITVERKOCHT]
Paradiso,dEUS,Concert,"za 4 apr. 2026, 20:00",Paradiso - Grote Zaal,"De Belgische band dEUS viert jubilea van 'Worst Case Scenario' en 'In A Bar, Under The Sea', met bijzondere tour. dEUS...",https://www.podiuminfo.nl/concert/439694/dEUS/Paradiso/,EUR 50.40 [UITVERKOCHT]
Paradiso,Highschool,Concert,"za 4 apr. 2026, 22:00",Paradiso - Bovenzaal,HighSchool uit Melbourne bestaat uit Rory Trobbiani en Luke Scott. Met hun zes nummers tellende debuut-EP ‘Forever at...,https://www.podiuminfo.nl/concert/446841/Highschool/Paradiso/,EUR 17.00
Paradiso,Xaviersobased @ Tolhuistuin,Concert,"zo 5 apr. 2026, 19:30",Tolhuistuin - Tolhuistuin Club,xaviersobased is een Dominicaans-Amerikaanse rapper en producer uit New York die in 2016 begon met het uitbrengen van...,https://www.podiuminfo.nl/concert/450398/Xaviersobased/Tolhuistuin/,EUR 34.30 [UITVERKOCHT]
Paradiso,Ticket To The Tropics: Brasil Special,Concert,"zo 5 apr. 2026, 19:30",Paradiso - Grote Zaal en Bovenzaal,"Bruisende Braziliaanse avond met samba, live-improvisatie en dj's",https://www.podiuminfo.nl/concert/450802/Ticket-To-The-Tropics-Brasil-Special/Paradiso/,EUR 21.20
Paradiso,The Haunted Youth,Concert,"ma 6 apr. 2026, 19:30",Paradiso - Grote Zaal,"The Haunted Youth, de band rond frontman Joachim Liebens, is in recordtempo uitgegroeid tot een van de spannendste...",https://www.podiuminfo.nl/concert/425167/The-Haunted-Youth/Paradiso/,EUR 34.30 [UITVERKOCHT]
Paradiso,Avalon Emerson & The Charm,Concert,"ma 6 apr. 2026, 19:30",Paradiso - Bovenzaal,Live popproject van dj en producer,https://www.podiuminfo.nl/concert/447634/Avalon-Emerson-The-Charm/Paradiso/,EUR 21.20
Paradiso,The Haunted Youth,Concert,"di 7 apr. 2026, 19:30",Paradiso - Grote Zaal,"The Haunted Youth, de band rond frontman Joachim Liebens, is in recordtempo uitgegroeid tot een van de spannendste...",https://www.podiuminfo.nl/concert/425672/The-Haunted-Youth/Paradiso/,EUR 34.30 [UITVERKOCHT]
Paradiso,Pacific Avenue,Concert,"di 7 apr. 2026, 19:30",Paradiso - Bovenzaal,Australische indierockers,https://www.podiuminfo.nl/concert/447819/Pacific-Avenue/Paradiso/,EUR 14.50
Paradiso,Yong Yello @ Bitterzoet,Concert,"di 7 apr. 2026, 20:30",Bitterzoet - Bitterzoet,"Yong Yello, de Antwerpse rapper die eerst vooral achter de schermen werkte voor artiesten als Glints en Tourist LeMC,...",https://www.podiuminfo.nl/concert/450660/Yong-Yello/Bitterzoet/,EUR 20.70
Paradiso,By Storm,Concert,"wo 8 apr. 2026, 19:30",Paradiso - Bovenzaal,"By Storm is het project van rapper RiTchie en producer Parker Corey, bekend van Injury Reserve. Met By Storm beginnen...",https://www.podiuminfo.nl/concert/451610/By-Storm/Paradiso/,EUR 20.20
Paradiso,Son Little,Concert,"wo 8 apr. 2026, 20:30",Paradiso - Grote Zaal,Soulvolle singer-songwriter,https://www.podiuminfo.nl/concert/448332/Son-Little/Paradiso/,EUR 25.70
Paradiso,Kiki Rockwell,Concert,"do 9 apr. 2026, 19:30",Paradiso - Grote Zaal,"Concert Kiki Rockwell in Paradiso, Amsterdam op donderdag 9 april 2026 met Kiki Rockwell",https://www.podiuminfo.nl/concert/424618/Kiki-Rockwell/Paradiso/,EUR 34.30
Paradiso,Banshee,Concert,"do 9 apr. 2026, 22:00",Paradiso - Bovenzaal,"Rachel Dorothea Knight, alias Banshee, produceert, schrijft en zingt een buitenaardse combinatie van rauwe emotie en...",https://www.podiuminfo.nl/concert/437719/Banshee/Paradiso/,EUR 21.70
Paradiso,Tonno Disko & Friends,Concert,"vr 10 apr. 2026, 00:00",Paradiso - Zaal onbekend,"Tonno Disko staat bekend om zijn energieke en veelzijdige dj-sets met disco, funk, oldschool hiphop, house en...",https://www.podiuminfo.nl/concert/445357/Tonno-Disko-Friends/Paradiso/,EUR 14.50
Paradiso,Elaine,Concert,"vr 10 apr. 2026, 19:30",Paradiso - Bovenzaal,"Nederlandstalige pop vol energie, eerlijkheid en verbeelding",https://www.podiuminfo.nl/concert/446909/Elaine/Paradiso/,EUR 15.00
Paradiso,The Indien,Concert,"za 11 apr. 2026, 20:00",Paradiso - Grote Zaal,"The Indien, het muzikale project van de Haagse Rianne Walther, brengt alternatieve pop met een dromerige, filmische...",https://www.podiuminfo.nl/concert/420208/The-Indien/Paradiso/,EUR 23.20
Paradiso,ISAÏ & Noizboiz,Concert,"za 11 apr. 2026, 20:00",Paradiso - Bovenzaal,Isaï Reiziger is een veelzijdige muzikant die zijn stempel heeft gedrukt op de Nederlandse muziekscene. Na jarenlang...,https://www.podiuminfo.nl/concert/449127/ISAI-Noizboiz/Paradiso/,EUR 17.00
Paradiso,Tom Smith @ Het Zonnehuis,Concert,"za 11 apr. 2026, 20:30",Het Zonnehuis - Het Zonnehuis,"De naam Tom Smith doet misschien niet meteen een belletje rinkelen, maar we hebben het hier over de frontman van de...",https://www.podiuminfo.nl/concert/446812/Tom-Smith/Het-Zonnehuis/,EUR 45.90 [UITVERKOCHT]
Paradiso,Feestdjruud - Lonely At The Tap,Concert,"za 11 apr. 2026, 23:00",Paradiso - Grote Zaal en Bovenzaal,"FeestDJRuud keert volgend jaar terug naar Paradiso voor een grote live show onder de naam ""Lonely at the tap"". Het...",https://www.podiuminfo.nl/concert/447472/Feestdjruud-Lonely-At-The-Tap/Paradiso/,EUR 45.40
Paradiso,Hannah Mae,Concert,"zo 12 apr. 2026, 20:00",Paradiso - Grote Zaal,"Hannah Mae brak door met hits als 'Wat Wil Je Van Mij' (met Metejoor) en 'Waterdicht', en bewees zich met shows op...",https://www.podiuminfo.nl/concert/438535/Hannah-Mae/Paradiso/,EUR 26.20
Paradiso,We Are Scientists @ Bitterzoet,Concert,"zo 12 apr. 2026, 20:30",Bitterzoet - Bitterzoet,"We Are Scientists is een Amerikaanse indierockband, opgericht in 2000 in Californië en momenteel gevestigd in New York....",https://www.podiuminfo.nl/concert/450855/We-Are-Scientists/Bitterzoet/,EUR 26.20
Paradiso,Olive Jones,Concert,"ma 13 apr. 2026, 19:30",Paradiso - Bovenzaal,"De Londense zangeres, songwriter en gitarist Olive Jones combineert invloeden uit soul, jazz en folk tot een warm,...",https://www.podiuminfo.nl/concert/445739/Olive-Jones/Paradiso/,EUR 15.00
Paradiso,Marlon Magnée @ Tolhuistuin,Concert,"ma 13 apr. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,Na vijftien jaar toeren met La Femme begint mede-oprichter Marlon Magnée aan een solocarrière. Op het debuutalbum...,https://www.podiuminfo.nl/concert/447550/Marlon-Magnee/Tolhuistuin/,EUR 23.70
Paradiso,Winnie Raeder @ Tolhuistuin,Concert,"di 14 apr. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,"Winnie Raeder groeide op in Aabenraa, een klein fjordstadje in het zuiden van Denemarken. Als tiener schreef ze liedjes...",https://www.podiuminfo.nl/concert/446843/Winnie-Raeder/Tolhuistuin/,EUR 15.50
Paradiso,Jamie Woon,Concert,"di 14 apr. 2026, 20:30",Paradiso - Grote Zaal,Londense soulvernieuwer keert terug met nieuw album,https://www.podiuminfo.nl/concert/448158/Jamie-Woon/Paradiso/,EUR 28.20
Paradiso,Wreckless Eric,Concert,"wo 15 apr. 2026, 19:30",Paradiso - Bovenzaal,"Eric Goulden is muzikant, artiest, schrijver, geluidstechnicus en producer. Hij heeft weinig op met de muziekindustrie,...",https://www.podiuminfo.nl/concert/450095/Wreckless-Eric/Paradiso/,EUR 23.20
Paradiso,Just Mustard,Concert,"wo 15 apr. 2026, 20:30",Paradiso - Grote Zaal,"ust Mustard is een vijfkoppige band uit Dundalk, Ierland. Het vijftal maakt een mix van noise, postrock en elektronica....",https://www.podiuminfo.nl/concert/445688/Just-Mustard/Paradiso/,EUR 23.20
Paradiso,GoGo Penguin,Concert,"do 16 apr. 2026, 19:30",Paradiso - Grote Zaal,"GoGo Penguin, het trio uit Manchester dat op inspirerende wijze jazz, klassieke en elektronische invloeden combineert,...",https://www.podiuminfo.nl/concert/435172/GoGo-Penguin/Paradiso/,EUR 30.30
Paradiso,Tyler Ballgame,Concert,"do 16 apr. 2026, 19:30",Paradiso - Bovenzaal,Frisse stem op de rand van folk en indiepop,https://www.podiuminfo.nl/concert/440736/Tyler-Ballgame/Paradiso/,EUR 20.70
Paradiso,Sababa 5,Concert,"vr 17 apr. 2026, 19:30",Paradiso - Bovenzaal,"Nadat ze naam maakten als begeleiders van topartiesten uit de Tel Aviv-scene, bundelden de leden van Sababa 5 hun...",https://www.podiuminfo.nl/concert/447928/Sababa-5/Paradiso/,EUR 17.00
Paradiso,Steph Strings,Concert,"vr 17 apr. 2026, 20:30",Paradiso - Grote Zaal,De Australische singer-songwriter en gitarist Steph Strings brengt haar betoverende liveshow naar het Verenigd...,https://www.podiuminfo.nl/concert/445295/Steph-Strings/Paradiso/,EUR 23.20
Paradiso,John Cooper Clarke @ Het Zonnehuis,Concert,"vr 17 apr. 2026, 20:30",Het Zonnehuis - Het Zonnehuis,"Met zijn vlijmscherpe, satirische, politieke en vooral ook animerende gedichten die met een vlammende snelheid worden...",https://www.podiuminfo.nl/concert/448862/John-Cooper-Clarke/Het-Zonnehuis/,EUR 36.80
Paradiso,The Undertones,Concert,"za 18 apr. 2026, 19:00",Paradiso - Grote Zaal,"The Undertones vieren vijftig jaar puntige punk- en powerpop uit Derry. In 1978 brak de band door met ‘Teenage Kicks’,...",https://www.podiuminfo.nl/concert/436684/The-Undertones/Paradiso/,EUR 34.30
Paradiso,Sophia Stel,Concert,"za 18 apr. 2026, 19:30",Paradiso - Bovenzaal,"Sophia Stel, geboren in Victoria, British Columbia, en medegevormd door haar jaren in Vancouver, vond een enthousiaste...",https://www.podiuminfo.nl/concert/451377/Sophia-Stel/Paradiso/,EUR 16.00
Paradiso,Wintersleep,Concert,"za 18 apr. 2026, 22:00",Paradiso - Bovenzaal,Canadese indierockveteranen,https://www.podiuminfo.nl/concert/447342/Wintersleep/Paradiso/,EUR 17.00
Paradiso,Bôa,Concert,"ma 20 apr. 2026, 20:30",Paradiso - Grote Zaal,"In 1998 bracht de Britse alternatieve rockband bôa hun doorbraaksingle 'Duvet' uit, een meeslepend nummer dat later de...",https://www.podiuminfo.nl/concert/444714/Boa/Paradiso/,EUR 28.20
Paradiso,Stella & The Longos @ Bitterzoet,Concert,"ma 20 apr. 2026, 20:30",Bitterzoet - Bitterzoet,"Stella & The Longos is een energieke, internationaal gezinde band rond zangeres Stella Zekri en producer/muzikant Ed...",https://www.podiuminfo.nl/concert/450661/Stella-The-Longos/Bitterzoet/,EUR 19.70
Paradiso,Jessie J,Concert,"di 21 apr. 2026, 20:00",Paradiso - Grote Zaal,"Jessie J is een BRIT-awardwinnende en Grammy-genomineerde Britse singer-songwriter die bekend staat om haar krachtige,...",https://www.podiuminfo.nl/concert/437887/Jessie-J/Paradiso/,EUR 62.50 [UITVERKOCHT]
Paradiso,Ólöf Arnalds — Spíra Album Tour 2026 @ Tolhuistuin,Concert,"di 21 apr. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,"Ólöf Arnalds is een IJslandse singer-songwriter die bekendstaat om haar verstilde, intieme muziek waarin folk, klassiek...",https://www.podiuminfo.nl/concert/452097/Olof-Arnalds-Spira-Album-Tour-2026/Tolhuistuin/,EUR 23.70
Paradiso,The Slow Show,Concert,"wo 22 apr. 2026, 19:30",Paradiso - Grote Zaal,"The Slow Show uit Manchester maakt melancholieke Britpop met donkere lagen roots, folk en country. Op het eerste...",https://www.podiuminfo.nl/concert/446624/The-Slow-Show/Paradiso/,EUR 34.30
Paradiso,Herman Brood Academie On Tour,Concert,"wo 22 apr. 2026, 19:30",Paradiso - Bovenzaal,Herman Brood Academie presenteert nieuw talent,https://www.podiuminfo.nl/concert/451491/Herman-Brood-Academie-On-Tour/Paradiso/,TBA
Paradiso,Heavy Lungs @ Tolhuistuin,Concert,"wo 22 apr. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"Heavy Lungs maken rauwe, luide en compromisloze rock. Gekenmerkt door stormachtige distortion en helse kreten, snijdt...",https://www.podiuminfo.nl/concert/448527/Heavy-Lungs/Tolhuistuin/,EUR 19.70
Paradiso,WIES,Concert,"do 23 apr. 2026, 20:00",Paradiso - Grote Zaal,"WIES laveert tussen indiepop en levenslied, slingert langs rock en elektronica en komt telkens weer uit op een sound...",https://www.podiuminfo.nl/concert/437278/WIES/Paradiso/,EUR 25.20
Paradiso,Heath,Concert,"do 23 apr. 2026, 20:30",Paradiso - Bovenzaal,Al een tijdje kun je er niet omheen: de jonge Haagse band Heath heeft zich laten gelden als DE nieuwe psychedelische...,https://www.podiuminfo.nl/concert/445243/Heath/Paradiso/,EUR 17.00
Paradiso,ENGIN @ Bitterzoet,Concert,"do 23 apr. 2026, 20:30",Bitterzoet - Bitterzoet,"Duits-Turks indiefenomeen ENGIN combineert psychedelische pop met Anatolische rock tot een grensverleggende, meertalige...",https://www.podiuminfo.nl/concert/445689/ENGIN/Bitterzoet/,EUR 17.50
Paradiso,Eloi Youssef @ De Duif,Concert,"do 23 apr. 2026, 20:30",De Duif - De Duif,Het is alweer een ruime drie jaar geleden dat zanger/gitarist Eloi Youssef afscheid nam van zijn band Kensington. Na...,https://www.podiuminfo.nl/concert/449030/Eloi-Youssef/De-Duif/,EUR 34.80
Paradiso,Jools Holland & His R&B Orchestra,Concert,"vr 24 apr. 2026, 19:30",Paradiso - Grote Zaal,"Concert Jools Holland & His R&B Orchestra in Paradiso, Amsterdam op vrijdag 24 april 2026 met Jools Holland & His R&B...",https://www.podiuminfo.nl/concert/431768/Jools-Holland-His-R-B-Orchestra/Paradiso/,EUR 42.90
Paradiso,Lenny Monsou,Concert,"vr 24 apr. 2026, 20:00",Paradiso - Bovenzaal,Lenny Monsou is geboren en getogen in een muzikale familie en begon al op jonge leeftijd met het schrijven van muziek...,https://www.podiuminfo.nl/concert/449895/Lenny-Monsou/Paradiso/,EUR 17.00
Paradiso,DJ Mosimann,Concert,"vr 24 apr. 2026, 22:00",Paradiso - Bovenzaal,"Mosimann beweegt moeiteloos tussen house, techno en pop. Zijn sets zijn een dynamische ervaring - achter de decks...",https://www.podiuminfo.nl/concert/444999/DJ-Mosimann/Paradiso/,EUR 17.00
Paradiso,Disco Arabesquo,Concert,"vr 24 apr. 2026, 23:45",Paradiso - Grote Zaal,"Podiumevent Disco Arabesquo in Paradiso, Amsterdam op vrijdag 24 april 2026 met Disco Arabesquo",https://www.podiuminfo.nl/concert/451249/Disco-Arabesquo/Paradiso/,EUR 13.00
Paradiso,Cat Clyde,Concert,"za 25 apr. 2026, 19:30",Paradiso - Bovenzaal,"Cat Clyde is een singer-songwriter uit het landelijke Ontario, Canada. Een combinatie van gedreven, soulvolle blues en...",https://www.podiuminfo.nl/concert/448342/Cat-Clyde/Paradiso/,EUR 20.20
Paradiso,JOHAN - 25 jaar Pergola,Concert,"za 25 apr. 2026, 20:00",Paradiso - Grote Zaal,De Nederlandse gitaarband JOHAN speelt hun legendarische ‘tuinkabouter-album’ Pergola integraal ter gelegenheid van het...,https://www.podiuminfo.nl/concert/443783/JOHAN-25-jaar-Pergola/Paradiso/,EUR 34.30
Paradiso,The Barr Brothers @ Bitterzoet,Concert,"za 25 apr. 2026, 20:30",Bitterzoet - Bitterzoet,"De Canadese indiefolkband The Barr Brothers, opgericht door de broers Brad en Andrew Barr, staan bekend om hun...",https://www.podiuminfo.nl/concert/446190/The-Barr-Brothers/Bitterzoet/,EUR 28.70
Paradiso,L.A. Sagne,Concert,"za 25 apr. 2026, 21:15",Paradiso - Bovenzaal,L.A. Sagne heeft een flinke muzikale verandering doorgemaakt: de hardcorepunk van toen is nu geëvolueerd naar Amyl and...,https://www.podiuminfo.nl/concert/448790/L-A-Sagne/Paradiso/,EUR 17.00
Paradiso,Moluccan Grooves,Concert,"za 25 apr. 2026, 23:45",Paradiso - Grote Zaal,Een nacht die volledig in het teken staat van iconische livebands die de soundtrack vormen van verschillende generaties...,https://www.podiuminfo.nl/concert/452137/Moluccan-Grooves/Paradiso/,EUR 31.80
Paradiso,Rodney Crowell @ Het Zonnehuis,Concert,"di 28 apr. 2026, 19:30",Het Zonnehuis - Het Zonnehuis,Country en americana artiest Rodney Crowell beschrijft zijn twintigste studioalbum 'Airline Highway' als “een document...,https://www.podiuminfo.nl/concert/446302/Rodney-Crowell/Het-Zonnehuis/,EUR 43.90 [UITVERKOCHT]
Paradiso,Triggerfinger,Concert,"di 28 apr. 2026, 20:30",Paradiso - Grote Zaal,"Triggerfinger is een wervelende rockformatie uit Vlaanderen. Voorheen een trio, tegenwoordig een duo nadat bassist...",https://www.podiuminfo.nl/concert/445622/Triggerfinger/Paradiso/,EUR 17.50
